$GPGGA,021318.00,3444.1231056,N,13550.3979518,E,4,18,0.81,74.9460,M,34.9853,M,0.0,0000*49
$GPGGA,021321.00,3444.1228277,N,13550.3978133,E,1,18,0.62,73.2511,M,34.9853,M,,*6B
$GPGGA,021322.00,3444.1227678,N,13550.3979605,E,1,18,0.62,73.2202,M,34.9853,M,,*6A
$GPGGA,021321.00,3444.1230789,N,13550.3979811,E,4,18,0.81,75.0765,M,34.9853,M,0.0,0000*4D
$GPGGA,021322.00,3444.1230208,N,13550.3981311,E,4,18,0.81,75.0396,M,34.9853,M,0.0,0000*46
$GPGGA,021323.00,3444.1232398,N,13550.3983101,E,4,18,0.81,75.0586,M,34.9853,M,0.0,0000*4B
$GPGGA,021324.00,3444.1235188,N,13550.3991220,E,4,18,0.81,75.0208,M,34.9853,M,0.0,0000*4A
$GPGGA,021325.00,3444.1235795,N,13550.3998179,E,4,17,0.81,75.0655,M,34.9853,M,0.0,0000*44
$GPGGA,021326.00,3444.1236793,N,13550.4005936,E,4,17,0.83,75.1271,M,34.9853,M,0.0,0000*4A
$GPGGA,021327.00,3444.1237124,N,13550.4013968,E,4,16,0.83,75.0550,M,34.9854,M,0.0,0000*4F
$GPGGA,021328.00,3444.1237071,N,13550.4019924,E,4,16,0.84,74.9409,M,34.9854,M,0.0,0000*41
$GPGGA,021329.00,3444.1239027,N,13550.4024908,E,4,15,0.84,75.0453,M,34.9854,M,0.0,0000*49
$GPGGA,021330.00,3444.1240450,N,13550.4026463,E,4,16,0.88,75.0263,M,34.9854,M,0.0,0000*43
$GPGGA,021331.00,3444.1240409,N,13550.4026639,E,4,16,0.87,75.0081,M,34.9854,M,0.0,0000*42
$GPGGA,021334.00,3444.1237430,N,13550.4024112,E,1,17,0.67,73.0398,M,34.9854,M,,*68
$GPGGA,021333.00,3444.1239874,N,13550.4025732,E,4,16,0.92,74.9788,M,34.9854,M,0.0,0000*43
$GPGGA,021334.00,3444.1240093,N,13550.4025767,E,4,17,0.87,74.9773,M,34.9854,M,0.0,0000*4A
$GPGGA,021335.00,3444.1239778,N,13550.4025872,E,4,17,0.87,74.9781,M,34.9854,M,0.0,0000*41
$GPGGA,021336.00,3444.1239306,N,13550.4026028,E,4,17,0.85,74.9792,M,34.9854,M,0.0,0000*4B
$GPGGA,021337.00,3444.1239726,N,13550.4026366,E,4,17,0.82,74.9858,M,34.9854,M,0.0,0000*4B
$GPGGA,021338.00,3444.1239704,N,13550.4026109,E,4,17,0.82,74.9817,M,34.9854,M,0.0,0000*44
$GPGGA,021339.00,3444.1239680,N,13550.4026193,E,4,17,0.82,74.9791,M,34.9854,M,0.0,0000*4A
$GPGGA,021340.00,3444.1239705,N,13550.4026173,E,4,17,0.82,74.9797,M,34.9854,M,0.0,0000*40
$GPGGA,021341.00,3444.1239680,N,13550.4026182,E,4,17,0.82,74.9823,M,34.9854,M,0.0,0000*43
$GPGGA,021342.00,3444.1239661,N,13550.4026164,E,4,17,0.82,74.9819,M,34.9854,M,0.0,0000*4E
$GPGGA,021343.00,3444.1239669,N,13550.4026193,E,4,17,0.82,74.9794,M,34.9854,M,0.0,0000*45
$GPGGA,021344.00,3444.1239662,N,13550.4026184,E,4,17,0.82,74.9820,M,34.9854,M,0.0,0000*4F
$GPGGA,021345.00,3444.1239651,N,13550.4026185,E,4,17,0.82,74.9809,M,34.9854,M,0.0,0000*44
$GPGGA,021346.00,3444.1239654,N,13550.4026149,E,4,17,0.82,74.9854,M,34.9854,M,0.0,0000*4A
$GPGGA,021347.00,3444.1239658,N,13550.4026203,E,4,17,0.82,74.9866,M,34.9854,M,0.0,0000*4B
$GPGGA,021348.00,3444.1239684,N,13550.4026236,E,4,17,0.82,74.9775,M,34.9854,M,0.0,0000*4E
$GPGGA,021349.00,3444.1239696,N,13550.4026316,E,4,17,0.82,74.9796,M,34.9854,M,0.0,0000*42
