-32690.856201750226,30795.084144184013
-32688.80829674471,30798.672422643183
-32688.839327735826,30793.688903088383
-32683.276975588407,30798.184523359767
-32683.26604923606,30794.25423403271
-32679.373642111663,30798.236039716565
-32679.369227332063,30794.26268748118
-32677.3174973228,30800.355514266626
-32670.811937293503,30797.123671403417
-32671.050689387135,30794.21633260258
-32672.810152878053,30733.839771566618
-32676.529038938694,30734.02790460114
-32668.388613503426,30731.843576784097
-32678.616649015807,30731.693142540516
-32678.86257847771,30725.611852588154
-32669.090840366203,30724.881652580196
-32667.952490283176,30723.81129452897
-32668.09791955538,30721.851137730788
-32664.346947975457,30721.6878314544
-32664.329644977115,30723.816056730477
-32662.82689958252,30728.230334362655
-32664.19653181266,30731.79346641867
